label	message	length	punct
spam	LIMITED TIME: EXCLUSIVE OFFER: Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.	137	5
ham	I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …	106	4
ham	Following up: The Q4 revenue figures are in. We hit Rs 43 crore against a target of Rs 40 crore, a 7.5% outperformance. Great work by the entire team. Detailed breakup shared on the leadership dashboard. Looking forward to your response.	237	9
spam	act soon Home loan at 2% interest rate! RBI approved offer. Apply at http://homeloan-cheap-india.net Offer valid today only. Call 1800-LOAN-NOW!	144	13
spam	DEAR USER: Hi there. Not sure if you remember me from the alumni group. I have been working on something quietly for 2 years and it is now ready to scale. I am looking for just 2 or 3 trusted early partners. The timing is important. Can we connect this week if you are even slightly curious?	291	7
spam	ACT NOW: FINAL NOTICE: Your electricity will be cut off today. Pay outstanding amount of Rs 1,240 by calling 1800-POWER now to avoid disconnection.	147	6
spam	WINNER! You have been selected for a cash prize of Rs 5,00,000. Call 09876543210 now to collect before the offer expires tonight!	129	5
spam	PRIORITY MESSAGE: Dear Customer, As part of our mandatory annual KYC review, we require all account holders to resubmit their identification documents. Please call our verification helpline within 48 hours. Non-compliance will result in suspension of all account services including net banking, mobile banking and debit card transactions.	338	8
ham	Your offer letter for the Data Analyst role has been generated. Please download, sign and return the signed copy within 5 working days. Any queries may be directed to hr@company.com. Please acknowledge.	202	7
ham	FYI: Can you send me the latest version of the spark spread model before our executive presentation next week? I need to run sensitivities on gas prices and heat rates for the generation economics section. Thanks!	213	4
ham	Just to let you know that Please note: The quarterly performance attribution report for the trading book is attached. Main driver of outperformance was the basis position we carried in the Gulf Coast market during the recent cold weather event.	244	3
ham	Hi there, kindly note: The contract review has been moved to Thursday at 10am in the large conference room. Please bring your annotated version of the draft agreement along with the credit exposure summary for review.	217	4
ham	U repeat e instructions again. Wat's e road name of ur house?	61	3
spam	FINAL WARNING: DEAR USER: Your Paytm wallet number has won Rs 75,000 in our monthly cashback draw! Call 1800-PAY-WIN to verify your identity and receive your winnings within 2 working days. Respond urgently!	207	8
spam	THIS IS TO INFORM YOU: As per our records you are eligible for a refund of Rs 4,230 from the income tax department for assessment year 2022-23. Please call our helpline and provide your PAN and bank details to process the refund.	229	5
ham	Aight well keep me informed	27	0
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04	133	9
spam	DEAR SIR/MADAM: Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.	169	4
ham	Please note: I noticed something unusual in last month's expense report. There is a charge of Rs 78,000 under miscellaneous that does not match any of our approved projects. Can you please investigate?	201	6
spam	OFFICIAL COMMUNICATION: Sir, I am your old driver Ramesh. You may not remember me but you were very kind to me 5 years ago. My son has met with an accident and is in ICU. The hospital is asking for Rs 40,000 immediately or they will stop treatment. You are my only hope. Please help.	283	9
ham	I did. One slice and one breadstick. Lol	40	2
ham	This is a reminder that Please be informed that The college has introduced biometric attendance from next month. All students must register fingerprints at the IT office before 15th March to avoid attendance marking issues from April onward.	241	2
ham	Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit	86	2
spam	ACT NOW! Your Netflix account will be suspended! Update amount at http://netflix-india-update.xyz within 24 hours to continue enjoying streaming!	145	9
spam	SPECIAL SELECTED: LOTTERY WIN: Your ticket A8976 won Rs 2,50,000! Claim at our office with valid ID. Call 09876543210 for address. Prize valid for 7 days only. Do not delay!	173	9
ham	Until 545 lor... Ya, can go 4 dinner together...	48	7
spam	Hello, I hope this message finds you well. I have cancer and I am trying to complete my bucket list before the end. One of my wishes is to help a stranger. I have Rs 2 crore in a trust fund I want to give you. I just need your bank details to transfer before I pass. This is your final chance!	293	7
ham	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	104	8
spam	CONGRATULATIONS! You have been selected as our GRAND reward WINNER of Rs 10,00,000! Click here to claim: http://prize-claim-now.xyz Act fast offer expires in 24 hours!	167	12
spam	ATTENTION: DEAR USER: SPORTS QUOTA SEAT: Get engineering or medical college admission through sports quota without actually playing any sport! Pay Rs 50,000 to our agent. contact 9876543210 now.	194	7
spam	OFFICIAL COMMUNICATION: Good afternoon, I am an astrologer and I can see from your date of birth that you are entering a challenging financial period. A simple remedy costing Rs 2,100 will protect you. Call me. Do not delay!	224	7
ham	This is a reminder that Can you proofread my cover letter before I send it to Wipro? I have attached the latest version. It is just one page. I want to make sure there are no grammar mistakes. Please take note.	210	5
ham	Summer vacation for UG students is from 1st May to 15th June. The academic calendar for the next semester is available at https://academics.college.edu/calendar for planning purposes.	183	8
ham	No da..today also i forgot..	28	4
spam	IMPORTANT NOTICE: DEPRESSION ANXIETY CURE: Our natural treatment cures depression anxiety and stress without antidepressants! Rs 2,500 per month. 100% safe. Call our counsellor at 9876543210.	191	8
spam	IMPORTANT NOTICE: DIGITAL MARKETING COURSE: Earn Rs 1,00,000 monthly after 30-day course! 100% placement guarantee. Only Rs 5,000 fee. Call 9876543210 to enroll today. Batch starts next Monday. Limited seats only!	213	13
ham	I borrow ur bag ok.	19	1
spam	SPECIAL ALERT: As discussed earlier we need your confirmation to proceed with the next steps. Please call our office at the earliest as the window for this special offer closes by end of business today at 6pm.	209	3
ham	Yo carlos, a few friends are already asking me about you, you working at all this weekend?	90	3
spam	ATTENTION: Dear Employee, This is an important HR communication. Due to a technical error during payroll processing your salary for March was credited to a wrong account. To facilitate immediate reversal and re-credit to your correct account please confirm your current bank account number, IFSC code and employee ID by calling HR on the new secure line immediately.	366	7
spam	FINAL WARNING: DEAR SIR/MADAM: FINAL WARNING: COLLEGE SEAT ALERT: Direct MBA admission available through management quota! No CAT score required. Only 3 seats remaining at this prestigious institute. Pay advance of Rs 1 lakh to block your seat. Contact 9876543210 immediately before seats are filled.	300	10
ham	Hi where you. You in home or calicut?	37	2
ham Meeting reminder our meeting is scheduled tomorrow please be prepared with updates 175 4
spam Unusual activity detected please verify your account immediately to avoid restrictions 198 6
ham Order confirmation your order has been placed successfully and will be delivered soon 155 3
spam Urgent assistance needed I am in a difficult situation and need financial help respond soon 165 3
ham Weekly report please review the report and share your feedback 160 3
spam Payment issue your recent transaction failed update billing details to avoid interruption 187 5
ham Password updated your password has been changed successfully no action needed 165 3
spam Account verification required your account will be suspended within 24 hours verify now 175 4
ham Delivery update your package is out for delivery and will arrive soon 145 2
spam Investment opportunity earn guaranteed returns in 7 days reply to reserve your spot 155 3
ham Feedback request please share your feedback on recent service 145 2
spam Security alert suspicious activity detected verify your account immediately 150 3
ham Course update new study material has been uploaded for your course 150 2
spam Password reset attempt secure your account immediately if not done by you 170 4
ham Reminder this is a gentle reminder for your pending task 130 2
spam Invoice pending your payment is overdue reply immediately to confirm payment 140 3
ham Team meeting please join the meeting at the scheduled time 135 2
spam Final reminder failure to respond will result in account closure act now 145 3
ham Holiday notice office will remain closed tomorrow due to holiday 150 2
spam Crypto investment join our program with guaranteed profits contact us now 135 2
ham Support update your request has been resolved successfully 145 2
spam System alert your device is infected contact support immediately 140 2
ham Registration confirmed your registration has been confirmed successfully 135 2
spam Prize claim you have been selected provide details to receive reward 130 2
ham Profile updated your profile information has been updated 140 2
spam Urgent help I need immediate assistance due to emergency respond quickly 145 3
ham Seminar details please check the seminar details attached 135 2
spam Subscription renewal update payment details to continue your service 155 3
ham General notification this is a system update notification 145 2
spam Account locked verify your account to restore access immediately 140 3
spam	LIMITED TIME: DEAR USER: We have received a complaint from your building society regarding noise violations at your address. To avoid a formal notice being issued please contact our dispute resolution cell before this Friday at 5pm.	232	4
ham	Call me when u're done...	25	4
spam	DEAR USER: Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL Limited time only!	178	11
spam	This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com	153	3
ham	"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"	90	5
ham	Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday	165	5
spam	Respected sir, I am a retired government officer with inside information about a government land auction next month where plots will go for 1/10th of market price. Only 10 spots available. Pay Rs 10,000 to register.	215	6
spam	FINAL WARNING: My name is Aisha and I met you at the conference last year. I hope you remember me. I am in a terrible situation. My visa has expired and I am stuck in Dubai. I need Rs 20,000 to arrange my return ticket. Please help me. I am very scared and alone here. Call now or miss out!	290	10
spam	OFFICIAL COMMUNICATION: URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM	180	7
ham	Kindly be informed that NASSCOM has opened applications for the FutureSkills Prime scholarship for technology courses. Apply at https://futureskills.nasscom.edu/scholarship before 31st March. Scholarship covers 90% of course fees.	230	10
ham	Kindly note that ACT NOW: The early bird discount of 40% on the professional certification course ends tonight at midnight. After that the price goes back to Rs 15,000. Enroll now to save Rs 6,000 on the full course fee.	220	7
spam	ACT NOW: U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565	141	4
ham	Just to let you know that Your internship stipend of Rs 15,000 for March is ready for collection. Please visit the accounts department with your student ID card between 10am and 4pm on any working day this week.	211	3
spam	DEAR VALUED CUSTOMER: WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3	167	7
spam	DEAR VALUED CUSTOMER: FINAL WARNING: CBSE GRACE MARKS: Our department insider can add 10 to 20 grace marks to your board result. Pay Rs 5,000 per subject via Paytm before results. Call 9876543210 confidentially. Call now or miss out! Call now or miss out!	255	9
spam	EXCLUSIVE! FREE IPL tickets! Win 2 passes to watch IPL final live. Enter now at http://ipl-ticket-free.xyz Hurry only 100 tickets remaining!	140	10
spam	DEAR VALUED CUSTOMER: We have been trying to reach you regarding your extended car warranty. Your current warranty is about to expire. Call our customer care immediately to discuss your coverage options before it completely lapses.	231	4
ham	I'll leave around four, ok?	27	3
ham	Ok. No wahala. Just remember that a friend in need ...	54	5
spam	SPECIAL SELECTED: FINAL WARNING: Dear Beneficiary, You have been listed as the next of kin to Mr. Rajesh Gupta who passed away and left behind Rs 2.5 crore in an unclaimed bank account. We need your cooperation to transfer these funds.	235	7
spam	LIMITED TIME: WINNER! You have been selected for a cash prize of Rs 5,00,000. Call 09876543210 now to claim before the offer expires tonight!	141	6
ham	Just to let you know that SELECTED: Your merit scholarship application of Rs 50,000 per year has been approved. Please report to the financial aid office with all original documents by 20th March for disbursement. Thanks!	221	5
ham	FYI: The client dinner is confirmed for Thursday at 7pm at the Petroleum Club downtown. Please confirm attendance with Jennifer by noon tomorrow so she can finalize the reservation and dietary arrangements. Do let me know if anything is unclear.	245	4
spam	PRIORITY MESSAGE: SPECIAL SELECTED: ACT NOW! Congratulations you have been pre-approved for a Rs 10 lakh business loan! No collateral needed. Claim at http://business-loan-fast.net today!	187	13
ham	Please be informed that Your insurance claim of Rs 45,000 for the hospitalisation last month has been approved by the insurer. The amount will be credited directly to your registered bank account within 5 to 7 working days.	223	3
ham	For your information: I think I left my calculator in the physics lab yesterday during the 3pm batch. Can you check if it is still there when you go for your practical today? It is a Casio.	189	4
spam	LIMITED TIME: YOUR EPF BALANCE can be withdrawn instantly! We process same day. Pay Rs 500 fee. Call 9988776655. UAN not required. 100% guaranteed success. Call now or miss out!	177	9
spam	THIS IS TO INFORM YOU: As part of our annual customer appreciation program you have been selected to receive a loyalty bonus of Rs 8,000. Call our customer care within 48 hours and quote reference LOYAL2024 to claim your bonus.	227	4
ham	Please be informed that I know this is last minute but the client moved the deadline to tomorrow. We need to have the first draft ready by 9am. I will stay late tonight if you can too. We can order dinner and finish this together.	230	4
spam	PRIORITY MESSAGE: DEAR VALUED CUSTOMER: Dear Winner, Your email ID has been randomly selected for a Rs 50,000 cash prize. Visit http://cashprize-draw.net and enter code WIN2024 to collect!	188	11
ham	So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.	287	6
ham	Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.	89	5
spam	FINAL WARNING: We are reaching out regarding your dormant savings account. As per RBI guidelines accounts inactive for more than 2 years are transferred to the RBI fund. Call your bank branch immediately to reactivate your account.	231	4
ham	Hhahhaahahah rofl wtf nig was leonardo in your room or something	64	0
spam	FINAL WARNING: HURRY! Your CIBIL score can be improved to 900 in 30 days! Expert service at http://cibil-improve-fast.xyz Just Rs 1999. Money back guarantee!	157	11
ham	Good. Good job. I like entrepreneurs	36	2
spam	DEAR SIR/MADAM: EXCLUSIVE! Earn Rs 5000 daily by posting ads on Facebook! No experience needed. Training provided. enroll at http://facebook-ads-earn.net Just pay Rs 499! Respond urgently!	188	14
ham	No need for the drug anymore.	29	1
ham	Why do you ask princess?	24	1
spam	OFFICIAL COMMUNICATION: PROPERTY DEAL: 2BHK flat in prime location at Rs 15 lakh only! Distress sale. Owner needs urgent cash. Booking amount Rs 50,000 only. Call 9876543210 today. Deal will close by tomorrow evening. Act before it is too late!	244	10
ham	Remind me how to get there and I shall do so	44	0
ham	Oic... I saw him too but i tot he din c me... I found a group liao...	69	9
ham	Please note that Annual prize distribution ceremony for academic toppers and sports champions will be held on 30th March at 10am in the college auditorium. All students and faculty are cordially invited to attend.	213	2
spam	FreeMsg>FAV XMAS TONES!Reply REAL Call immediately!	51	3
spam	ACT NOW: ACT NOW: FOREIGN SCHOLARSHIP FRAUD: Get 100% scholarship to study in USA UK Australia without IELTS or TOEFL. Pay Rs 5,000 processing fee to our visa consultant. Call 9876543210. Act within 2 hours!	207	9
ham	5 nights...We nt staying at port step liao...Too ex	51	6
ham	Good morning, Your MacBook battery replacement request has been approved by IT. Please drop the laptop at the helpdesk on Floor 2 tomorrow morning. It will be returned to you by end of day Thursday. Regards.	207	5
ham	I'm e person who's doing e sms survey...	40	5
spam	LIMITED TIME! MAKE MONEY ONLINE Rs 5000/day guaranteed! No investment needed. Join http://earn-online-fast.xyz 10000 members already earning daily!	147	11
spam	DEAR SIR/MADAM: ACT NOW: CBSE GRACE MARKS: Our department insider can add 10 to 20 grace marks to your board result. Pay Rs 5,000 per subject via Paytm before results. contact 9876543210 confidentially. Respond urgently!	220	9
spam	ATTENTION: INSURANCE BONUS: Your LIC policy has unclaimed bonus of Rs 45,000. contact 1800-LIC-CLAIM within 30 days to collect before it lapses permanently. Respond urgently!	174	8
spam	DEAR USER: You have 1 new message. Please call 08718738034.	59	3
ham	"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"	148	8
spam	ACT NOW: Dear Sir/Madam, I hope you will forgive the intrusion. I am writing on behalf of our legal and compliance department. It has come to our attention that there may be a minor technical issue with your account that if not addressed could affect your service. We would be grateful for 10 minutes of your time to resolve this together. Please do call us when convenient.	374	8
spam	IMPORTANT NOTICE: GATE PAPER LEAK 2024: GATE exam paper available 24 hours before exam. Our source works in IIT. Rs 20,000. 100% money back if paper does not match. Call 9988776655 now!	185	9
spam	DEAR SIR/MADAM: DEAR VALUED CUSTOMER: FINAL WARNING: CAR LOAN at 0% interest! Drive home any car from our partner showrooms without paying any interest for 3 years! Pay Rs 3,000 booking fee. Call 9876543210 immediately.	219	10
ham	Quick update — Your driving licence renewal has been processed. The new licence will be delivered to your registered address within 10 working days. Keep the acknowledgment as proof until the physical card arrives. Thanks for your cooperation.	243	4
ham	Yes. Last practice	18	1
spam	DEAR VALUED CUSTOMER: DISTANCE BTECH available! Get engineering degree from home in 1 year. No exam. Apply http://distance-btech.xyz Rs 8000 only. All state recognized universities!	181	11
ham	Please be informed that The ethics and compliance hotline number has been updated. Employees can anonymously report any concerns at the new number shared in the company-wide email sent by the compliance team.	208	3
spam	OFFICIAL COMMUNICATION: Your parcel from the United States has been held at customs. There is a customs duty of Rs 1,850 that needs to be paid before we can release the package. Contact our customs clearance office immediately.	227	5
ham	Then get some cash together and I'll text jason	47	1
spam	important Important: Your PAN card is linked to suspicious transactions. Verify your identity at http://pan-verify-india.xyz or face legal action!	146	9
ham	Friendly reminder: Our team has been nominated for the innovation award by the department head. We need to submit a 500 word write-up of our project by next Friday. Can you take the lead on drafting the initial version?	219	5
ham	The department seminar on artificial intelligence and its applications in healthcare will be held on Friday at 11am in Hall 2. All students are encouraged to attend. Entry is free and open to all.	196	3
spam	EXCLUSIVE OFFER: CAT PAPER 2024: Get CAT exam questions 1 day before exam from our IIM insider. Rs 25,000. Pay Rs 5,000 advance to book. 100% accurate for last 4 years. Call 9876543210.	185	10
ham	That depends. How would you like to be treated? :)	50	4
ham	And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	116	1
ham	Please note: The management has approved the exceptional bonus of Rs 35,000 for your team. HR will process it in the next payroll cycle. Please keep this within the team until the official announcement.	202	5
ham	For your information: Congratulations! Your startup idea has been selected for the college incubator program. You will receive seed funding of Rs 1,00,000 and 6 months of mentorship support. Please confirm your participation.	225	7
spam	OFFICIAL COMMUNICATION: Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 Limited time only!	158	3
ham	This is to inform you that Reminder: Your gym membership expires on 31st March. Renew at the front desk or online at https://cult.fit/membership to continue accessing the gym. Early bird discount available until 25th March.	223	9
spam	DEAR SIR/MADAM: This is regarding the matter we discussed at the expo. I have finalized the arrangement. Just need your bank account details to process the transfer. Please call me today to proceed. Offer expires tonight!	221	7
spam	LIMITED TIME! SALE 90% OFF on all electronics! Buy iPhone at Rs 5000 at http://cheap-iphone-india.net Today only. Limited stock. Order now!	139	12
spam	SPECIAL SELECTED: Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or contact 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx	182	7
spam	DEAR USER: FINAL WARNING: COLLEGE ATTENDANCE PROXY: We arrange attendance in your college without you attending. Rs 150 per lecture. Monthly package Rs 3,000. WhatsApp your timetable to 9876543210. Only today! Last opportunity!	227	10
ham	Please be informed that The due diligence on the acquisition target has flagged material environmental liabilities and underfunded pension obligations. We need to discuss these with external counsel before making a final decision. Thanks for your cooperation.	259	3
spam	EXCLUSIVE OFFER: For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk Offer expires tonight!	166	13
ham	Kindly be informed that The company annual health checkup camp will be held on 22nd March at the office premises. All employees are requested to register at https://health.company.com/register to book your time slot.	216	8
spam	NOTICE FROM SEBI: Our surveillance team has flagged unusual trading activity in your demat account during the period January to March 2024. Total suspicious transactions amount to Rs 8,34,000. You are required to submit your explanation to the SEBI adjudicating officer within 21 days. Failure may result in account freeze and penalty proceedings. This is your final chance!	374	8
ham	For your information: The new risk management system goes live on April 1st. All traders must complete the online training module by March 25th. The IT team is available for one-on-one help sessions if you need additional support.	230	6
spam	EXCLUSIVE OFFER: PRIORITY MESSAGE: ACT NOW: This is a personal message for you only. I have information that could help you significantly in your current financial situation. kindly keep this confidential and call me at your earliest convenience.	246	6
spam	PRIORITY MESSAGE: ASSIGNMENT DONE BY EXPERTS: PhD level assignments, Rs 299 onwards. WhatsApp 9876543210. 100% plagiarism free. Submission guaranteed on time. Call immediately!	176	9
spam	ACT NOW: Hello, I hope this message finds you well. I have cancer and I am trying to complete my bucket list before the end. One of my wishes is to help a stranger. I have Rs 2 crore in a trust fund I want to give you. I just need your bank details to transfer before I pass.	275	7
ham	My phone	8	0
spam	EXCLUSIVE OFFER: SPECIAL ALERT: STUDENT CREDIT CARD: Get Rs 50,000 credit card limit for students with zero income proof! Just submit college ID and Aadhaar. Pay Rs 500 processing. Call 9988776655 now.	201	8
ham	As discussed earlier, The board meeting materials need to be finalized by Wednesday morning. Please send me your department slides by Tuesday noon so I can compile and review before submitting to the chairman's office.	218	4
spam	important MESSAGE: Hello friend, I am stuck at Dubai airport. My wallet and phone were stolen. I need Rs 15,000 urgently to pay the hotel and book a return flight. I will return the money as soon as I reach India. Act before it is too late!	240	8
ham	I dont know oh. Hopefully this month.	37	2
spam	FREE GIFT: You have been selected to receive a free gold coin worth Rs 5000 from our jewellery store! Call 09876543210 and visit our showroom with this message. Valid today only.	178	4
spam	SPECIAL SELECTED: ACT NOW: You have won a brand new Honda City car in our annual bumper draw! contact our prize department at 1800-WIN-CAR to arrange delivery. Bring your ID proof and this message.	197	7
spam	LIMITED TIME: Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones	119	3
ham	Fuck babe ... What happened to you ? How come you never came back?	66	5
ham	Please note: The data center consolidation project is on track. Servers from the Mumbai DC will be migrated to Pune by end of April. Application teams should test their environments in the new DC before the cutover. Please confirm receipt.	239	5
spam	SPECIAL SELECTED: ACT NOW: HEART BLOCKAGE REMOVAL: Our non-surgical treatment dissolves heart blockage without bypass surgery. Rs 25,000 full treatment. 500 patients recovered. Call 9988776655.	193	9
spam	HURRY! SEM EXAM PAPER 2024 available! Get question papers for all subjects 3 days before exam. Visit http://sem-paper-2024.xyz Rs 1500 per subject. Bulk discount!	162	11
ham	Good morning, The annual strategy offsite is set for 15th and 16th next month at the Woodlands Resort. Please block these dates immediately. Pre-read materials and agenda will be circulated the week before. Kindly revert at the earliest.	237	6
spam	HURRY! Your Jio number has been selected for a FREE 1 year subscription upgrade! Click http://jio-free-upgrade.xyz to activate before it expires!	145	9
ham	Following up: Please update your emergency contact information and PF nominee details in the HR system. Log in to the employee self-service portal and complete all mandatory profile fields before 31st March.	207	4
spam	DEAR USER: CAPSTONE PROJECT: We deliver finish capstone and internship projects for MBA and engineering with presentation and report. Rs 4,999 per project. contact 9876543210 now	178	5
ham	Hi there, Good morning, The conference registration fee of Rs 12,000 per person needs to be paid by tomorrow to lock in the early bird rate. This is for the entire team of 8. Please arrange the payment from petty cash.	218	6
ham	Hey, iouri gave me your number, I'm wylie, ryan's friend	56	5
ham	Oops. 4 got that bit.	21	2
ham	Gibbs unsold.mike hussey	24	1
spam	URGENT! Join our MLM network and earn Rs 1 crore in 1 year! Invest Rs 5000 and get returns of 300%. Visit http://mlm-richfast.net today!	136	10
spam	ACT NOW: Hello, I am a widow with 2 young children. My husband died 3 months ago and I have no income. We have not eaten properly in 3 days. I am not begging but just asking for a little help. Can you spare Rs 500? I will repay you when I get work. Call immediately!	266	9
spam	DEAR SIR/MADAM: This is to inform you that a suo motu complaint has been registered against your Aadhaar number in the cybercrime wing of the Delhi Police. Your Aadhaar has been linked to 6 mobile numbers used for online fraud. Kindly attend the cyber crime station within 48 hours or call our officer to submit your explanation online and avoid arrest.	353	5
ham	I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX	95	1
spam	FINAL WARNING: FREE GOVERNMENT JOB FORM FILLING: Get peon, clerk, constable government job forms filled by experts. We track results. Pay only Rs 200 per form. Call 9988776655. 200+ candidates placed in govt jobs. Last opportunity!	231	11
spam	DEAR VALUED CUSTOMER: PROJECT WORK for engineering students! Complete final year project done by experts. Visit http://project-done-india.xyz Rs 1999 onwards. Source code included! Time is running out!	201	12
ham	Welcome to the team! Your orientation is on 1st April at 9:30am. Please report to the reception at our Bangalore office. The address and directions are on the new joiner portal. See you soon.	191	6
spam	PRIORITY MESSAGE: HAIR REGROWTH in 7 days! 100% natural oil. Rs 1499. contact 9988776655 to order. Free delivery. COD available. 1 lakh bottles already sold!	157	9
spam	IMPORTANT NOTICE: Dear Homeowner, We represent a consortium of real estate developers who have received government approval to acquire land in your area for a township project. The compensation offered is Rs 45 lakh per acre which is 60% above the collector rate. To register your land parcel for priority compensation please pay the survey and registration fee of Rs 3,500. Time is running out!	395	8
spam	DEAR VALUED CUSTOMER: We are pleased to inform you that your visa application for Canada has been approved in principle. Please pay the visa stamping fee of Rs 7,500 to our authorized travel desk to complete the process.	220	4
spam	ATTENTION: FINAL LEGAL NOTICE: Despite our previous communications you have not responded regarding the outstanding personal loan amount of Rs 4,56,789 taken in your name from our partner NBFC. Your file has been referred to our legal department. To avoid court summons and property attachment kindly call our recovery manager within 72 hours.	343	7
spam	LIMITED TIME: Dear Customer, As part of our mandatory annual KYC review, we require all account holders to resubmit their identification documents. Please call our verification helpline within 48 hours. Non-compliance will result in suspension of all account services including net banking, mobile banking and debit card transactions.	334	8
ham	Sure, whenever you show the fuck up >:(	39	4
ham	Please be informed that The new onboarding process has been approved by HR leadership. All new joiners will now have a structured 30-day program with weekly check-ins, buddy assignment and function-specific training modules.	224	6
spam	LIMITED TIME: BSNL: Ur broadband plan FUP limit reached. Speed reduced to 512 kbps. Boost speed by paying Rs 199 upgrade fee on Paytm to 9876543210. Service restores in 5 minutes guaranteed. This is your final chance!	217	7
spam	DEAR SIR/MADAM: Hi, a friend mentioned your contact. I have a business proposal that might interest you. It involves minimal effort and good monthly returns. Can we meet for a quick chat this weekend? Call immediately!	218	8
ham	Good morning, Just a reminder that expense reports for last month are due this Friday. Submit all receipts to accounting with the signed reimbursement form. Corporate card statements must be reconciled by end of day.	216	4
spam	PRIORITY MESSAGE: -PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468	170	14
spam	URGENT: Hello, I was browsing through investment options and came across something that reminded me of your interest in growing savings. I cannot share details over message but it is something many of my friends have benefited from. If you are curious just say the word and I will explain.	289	5
spam	PRIORITY MESSAGE: APP TESTER JOB: Earn Rs 15,000 monthly by testing mobile apps from home! No technical knowledge needed. Register at 9876543210. Training provided. Payment weekly via Paytm. Part-time or full-time available! Respond urgently!	242	12
spam	URGENT! AMAZON work from home jobs! Pack products and earn Rs 20,000/week. No investment. Apply at http://amazon-home-jobs-india.xyz Only 50 spots left!	152	14
ham	You still around? I could use a half-8th	40	2
spam	DEAR SIR/MADAM: SPECIAL ALERT: EXCLUSIVE! Your Jio number has been selected for a FREE 1 year subscription upgrade! Click http://jio-free-upgrade.xyz to activate before it expires!	180	12
ham	Kindly note that Your insurance claim of Rs 45,000 for last month's hospitalisation has been approved. The amount will be credited directly to your registered bank account within 5 to 7 working days. Please take note.	217	5
ham	* Thought I didn't see you.	27	3
spam	OFFICIAL COMMUNICATION: HDFC Bank: Dear Customer, UR credit card ending 5678 used for Rs 23,499 at UNKNOWN MERCHANT at 02:34AM. If not done by u call 1800-HDFC FRAUD immediately. Block card NOW. Time is running out!	215	10
spam	FINAL WARNING: Hello uncle, this is your nephew Akash. I met with a small accident and am in the hospital. My phone is broken. I am using a friend's number. Please do not tell mom and dad. I need Rs 30,000 for the treatment. Please transfer to this PhonePe number urgently.	273	11
spam	SPECIAL ALERT: DEAR USER: FREE GIFT: You have been selected to receive a free gold coin worth Rs 5000 from our jewellery store! Call 09876543210 and visit our showroom with this message. Valid today only.	204	6
spam	OFFICIAL COMMUNICATION: IMPORTANT NOTICE: DIABETES CURE: Our herbal capsules permanently cure Type 2 diabetes in 60 days. No more insulin or medicine. Thousands cured. Rs 2,999 for 2 months. Call 9988776655 now. Time is running out! Only today!	244	11
spam	VISA REJECTION INSURANCE: Get visa or full refund! We have 95% approval rate for US, UK, Canada, Australia. Application fee Rs 8,000 only. Call 9988776655. No visa no fee guarantee. Apply today!	194	12
ham	I am in bus on the way to calicut	33	0
spam	LIMITED TIME! URGENT: Your KYC expires today! Update at http://kyc-update-now.xyz or all services will be suspended immediately. Take action now!	145	11
